n,Row,Column,Field,Mean/s.d.,%SatPix,MaxCountRatio,Area,Circ.,AR,Solidity,Round,Mean-Cy3,IntDen-Cy3,Mean-FITC,IntDen-FITC,Mean-TL-Brightfield,IntDen-TL-Brightfield
234,B,04,003,0.7698,0.00009537,0.7364,124.0316,0.9537,1.3615,0.9983,0.7345,954.7616,118420.653,266.0607,32999.9479,1784.862,221379.379
235,B,04,003,0.7698,0.00009537,0.7364,131.6981,0.9394,1.2415,0.9943,0.8055,1642.9085,216367.871,282.9064,37258.2309,1595.3119,210099.481
236,B,04,003,0.7698,0.00009537,0.7364,82.9616,0.9808,1.1509,0.9975,0.8689,203.3333,16868.8517,272.4059,22599.2234,1611.8548,133721.997
237,B,04,003,0.7698,0.00009537,0.7364,128.0018,0.8934,1.5943,0.9995,0.6272,737.8535,94446.5406,270.4877,34622.9006,1640.8439,210030.894
238,B,04,003,0.7698,0.00009537,0.7364,126.9066,0.9707,1.1259,0.9909,0.8882,1207.2157,153203.591,284.342,36084.8587,1669.5556,211877.542
239,B,04,003,0.7698,0.00009537,0.7364,105.9608,0.9202,1.4921,0.9968,0.6702,614.2494,65086.3603,278.7597,29537.6031,1574.9199,166879.791
240,B,04,003,0.7698,0.00009537,0.7364,61.4682,0.9773,1.1376,0.989,0.879,201.3964,12379.4811,269.2249,16548.7789,1658.7506,101960.449
241,B,04,003,0.7698,0.00009537,0.7364,119.6508,0.9811,1.1434,0.9904,0.8746,895.3043,107123.917,283.9817,33978.648,1504.1739,179975.671
242,B,04,003,0.7698,0.00009537,0.7364,118.008,0.9393,1.2447,0.9937,0.8034,1053.8097,124358.018,277.2552,32718.344,1614.6102,190536.98
243,B,04,003,0.7698,0.00009537,0.7364,87.0686,0.9676,1.2073,0.9953,0.8283,213.1588,18559.4332,275.7987,24013.4032,1671.0676,145497.474
244,B,04,003,0.7698,0.00009537,0.7364,131.0136,0.9508,1.3419,0.9948,0.7452,559.3218,73278.7465,281.6552,36900.6474,1701.2184,222882.681
245,B,04,003,0.7698,0.00009537,0.7364,85.6996,0.9409,1.3898,0.9905,0.7195,202.9824,17395.5071,275.8163,23637.3382,1551.9952,133005.324
246,B,04,003,0.7698,0.00009537,0.7364,134.4361,0.8789,1.6737,0.984,0.5975,896.61,120536.721,277.9939,37372.4057,1674.5428,225118.947
247,B,04,003,0.7698,0.00009537,0.7364,117.4604,0.9402,1.3607,0.989,0.7349,773.0548,90803.3505,275.6515,32378.1469,1601.1364,188070.174
248,B,04,003,0.7698,0.00009537,0.7364,129.7815,0.9385,1.4346,1.0021,0.697,205.7743,26705.684,279.2711,36244.2106,1654.7004,214749.436
249,B,04,003,0.7698,0.00009537,0.7364,90.4911,0.9775,1.0343,1.013,0.9668,1410.6142,127648.006,284.4236,25737.7991,1741.6021,157599.458
250,B,04,003,0.7698,0.00009537,0.7364,101.7169,0.9112,1.4597,1.0061,0.6851,203.074,20656.0609,272.9287,27761.4589,1718.4401,174794.406
251,B,04,003,0.7698,0.00009537,0.7364,63.3848,0.9536,1.0952,0.9946,0.9131,206.6998,13101.63,284.2657,18018.1295,1782.2484,112967.505
252,B,04,003,0.7698,0.00009537,0.7364,62.2896,0.9488,1.1767,0.9924,0.8499,213.9692,13328.0631,277.3363,17275.1718,1604.1143,99919.6766
253,B,04,003,0.7698,0.00009537,0.7364,93.9136,0.8552,1.377,0.9724,0.7262,192.9038,18116.287,252.9227,23752.882,1820.5627,170975.573
254,B,04,003,0.7698,0.00009537,0.7364,72.4202,0.9352,1.1863,0.9944,0.843,213.0378,15428.2502,289.1456,20939.9921,1722.0038,124707.935
255,B,04,003,0.7698,0.00009537,0.7364,71.325,0.9594,1.1599,1.0019,0.8621,202.7582,14461.7342,274.1631,19554.6982,1687.2207,120341.09
256,B,04,003,0.7698,0.00009537,0.7364,95.6933,0.824,2.0004,0.9708,0.4999,1782.5608,170579.11,274.671,26284.1681,1728.6795,165423.035
257,B,04,003,0.7698,0.00009537,0.7364,83.783,0.934,1.4431,1.0166,0.693,227.7843,19084.4458,274.3742,22987.8833,1660.5997,139129.969
258,B,04,003,0.7698,0.00009537,0.7364,84.8782,0.9476,1.346,0.9992,0.7429,204.9806,17398.382,273.629,23225.1315,1687,143189.472
259,B,04,003,0.7698,0.00009537,0.7364,78.1701,0.9691,1.1868,0.993,0.8426,204.4063,15978.4524,278.387,21761.5306,1735.0578,135629.565
260,B,04,003,0.7698,0.00009537,0.7364,79.1284,0.9207,1.4531,0.9957,0.6882,201.5675,15949.7033,268.2976,21229.9469,1734.0484,137212.406
261,B,04,003,0.7698,0.00009537,0.7364,68.3132,0.9619,1.1338,0.9871,0.882,207.2365,14156.9942,283.8176,19388.5013,1733.9719,118453.236
262,B,04,003,0.7698,0.00009537,0.7364,78.1701,0.9732,1.1595,0.9862,0.8625,265.4343,20749.0162,282.1033,22052.033,1734.1804,135560.978
263,B,04,003,0.7698,0.00009537,0.7364,89.259,0.9098,1.5541,1.0031,0.6434,200.7715,17920.6565,270.4785,24142.6371,1634.9969,145938.156
264,B,04,003,0.7698,0.00009537,0.7364,91.4494,0.965,1.2406,0.994,0.8061,200.6617,18350.3865,266.0389,24329.0953,1622.7934,148403.456
265,B,04,003,0.7698,0.00009537,0.7364,127.8649,0.9012,1.5997,0.9926,0.6251,1025.3801,131110.077,277.3276,35460.4565,1664.9914,212893.89
266,B,04,003,0.7698,0.00009537,0.7364,79.2653,0.9136,1.3385,0.9974,0.7471,207.7979,16471.1564,290.2418,23006.091,1646.1917,130485.811
267,B,04,003,0.7698,0.00009537,0.7364,105.4132,0.9262,1.5192,0.9923,0.6582,1181.6636,124562.958,286.9104,30244.1454,1508.0961,158973.253
268,B,04,003,0.7698,0.00009537,0.7364,92.4077,0.88,1.5804,1.0052,0.6327,210.6844,19468.8617,281.4504,26008.1771,1638.1037,151373.371
269,B,04,003,0.7698,0.00009537,0.7364,73.2416,0.9506,1.3181,0.9772,0.7586,208.1589,15245.899,283.871,20791.1815,1664.9047,121940.359
270,B,04,003,0.7698,0.00009537,0.7364,122.2519,0.9063,1.4394,0.9819,0.6948,223.6685,27343.9131,287.1781,35108.0752,1515.0862,185222.237
271,B,04,003,0.7698,0.00009537,0.7364,58.3195,0.9472,1.3606,0.9953,0.735,202.6643,11819.2851,278.3498,16233.2238,1596.5493,93109.9832
272,B,04,003,0.7698,0.00009537,0.7364,102.949,0.9685,1.1785,1.004,0.8485,1821.2221,187493.002,282.6862,29102.2602,1685.2048,173490.158
273,B,04,003,0.7698,0.00009537,0.7364,101.58,0.977,1.1689,0.9926,0.8555,657.8302,66822.3926,273.5863,27790.8925,1759.9447,178775.193
274,B,04,003,0.7698,0.00009537,0.7364,77.8963,0.9461,1.3118,0.9802,0.7623,208.6011,16249.2411,281.6661,21940.7331,1641.4236,127860.749
275,B,04,003,0.7698,0.00009537,0.7364,134.2992,0.9471,1.3227,0.9924,0.756,917.7176,123248.715,280.6055,37685.086,1571.5117,211052.718
276,B,04,003,0.7698,0.00009537,0.7364,139.2276,0.931,1.4643,0.9956,0.6829,808.9754,112631.688,267.7483,37277.9446,1679.0855,233775.015
277,B,04,003,0.7698,0.00009537,0.7364,115.27,0.8201,1.9115,0.9959,0.5232,1071.6057,123524.022,266.9881,30775.7292,1729.2458,199330.221
278,B,04,003,0.7698,0.00009537,0.7364,117.1866,0.905,1.6377,1.01,0.6106,1130.6495,132497.013,268.4509,31458.8615,1736.5117,203495.96
279,B,04,003,0.7698,0.00009537,0.7364,68.7239,0.8807,1.5993,0.9786,0.6253,216.739,14895.1605,304.1255,20900.7017,1625.1614,111687.487
280,B,04,003,0.7698,0.00009537,0.7364,81.5926,0.8767,1.7873,1,0.5595,203.6946,16619.967,274.6158,22406.6047,1706.1963,139212.93
281,B,04,003,0.7698,0.00009537,0.7364,80.3605,0.8973,1.6167,0.9966,0.6185,3109.138,249851.761,305.6644,24563.3316,1564.4055,125716.343
282,B,04,003,0.7698,0.00009537,0.7364,118.6925,0.9199,1.5651,1.0046,0.6389,212.8235,25260.5647,296.3287,35172.0076,1566.271,185904.685
283,B,04,003,0.7698,0.00009537,0.7364,77.7594,0.8542,1.6968,0.9921,0.5894,202.6919,15761.1916,278.8169,21680.6226,1731.1373,134612.123
284,B,04,003,0.7698,0.00009537,0.7364,111.0261,0.9094,1.5594,0.9969,0.6413,235.979,26199.8375,262.5401,29148.8063,1785.0777,198190.253
285,B,04,003,0.7698,0.00009537,0.7364,90.9018,0.9351,1.4873,1.0137,0.6724,1318.4096,119845.785,313.2666,28476.4891,1711.5693,155584.697
286,B,04,003,0.7698,0.00009537,0.7364,90.628,0.9254,1.2471,0.9822,0.8018,244.8459,22189.8916,281.071,25472.897,1495.932,135573.299
287,B,04,003,0.7698,0.00009537,0.7364,69.4084,0.9356,1.4418,0.9854,0.6936,210.3531,14600.2773,304.4024,21128.0931,1691.0947,117376.241
288,B,04,003,0.7698,0.00009537,0.7364,69.6822,0.9634,1.2585,0.9903,0.7946,202.5815,14116.3348,279.611,19483.9208,1796.9862,125218.026
289,B,04,003,0.7698,0.00009537,0.7364,73.9261,0.9111,1.414,1.0009,0.7072,201.8056,14918.7073,273.1111,20190.0524,1451.0796,107272.727
290,B,04,003,0.7698,0.00009537,0.7364,109.9309,0.9082,1.6247,1.0019,0.6155,1687.2154,185477.146,288.2852,31691.4551,1758.4197,193304.693
291,B,04,003,0.7698,0.00009537,0.7364,83.3723,0.9854,1.0893,0.9975,0.918,203.8654,16996.7166,280.2102,23361.7579,1636.4351,136433.307
292,B,04,003,0.7698,0.00009537,0.7364,127.0435,0.8932,1.5499,0.9899,0.6452,1177.3534,149575.049,271.778,34527.6181,1682.8588,213796.199
293,B,04,003,0.7698,0.00009537,0.7364,84.7413,0.9409,1.2515,1.0049,0.799,210.9386,17875.2057,291.9208,24737.7426,1712.5525,145123.873
294,B,04,003,0.7698,0.00009537,0.7364,127.728,0.9258,1.5067,0.9915,0.6637,1712.2905,218707.36,277.5766,35454.296,1655.6259,211469.716
295,B,04,003,0.7698,0.00009537,0.7364,144.156,0.9084,1.5752,0.9934,0.6348,377.4967,54418.4064,278.9753,40215.9613,1645.6591,237231.61
296,B,04,003,0.7698,0.00009537,0.7364,81.7295,0.8867,1.5542,0.9676,0.6434,201.072,16433.5089,274.8291,22461.6386,1529.0251,124966.403
297,B,04,003,0.7698,0.00009537,0.7364,83.783,0.916,1.3001,0.9992,0.7692,205.2843,17199.329,274.9837,23038.9471,1627.9886,136397.713
298,B,04,003,0.7698,0.00009537,0.7364,77.8963,0.9669,1.1877,1.0026,0.8419,204.2601,15911.0974,279,21733.0554,1691.5185,131762.954
299,B,04,003,0.7698,0.00009537,0.7364,79.676,0.9497,1.3639,1,0.7332,205.2148,16350.6842,280.5653,22354.3088,1519.0773,121033.943
300,B,04,003,0.7698,0.00009537,0.7364,85.5627,0.942,1.276,0.9905,0.7837,485.3456,41527.466,289.664,24784.4256,1534.9408,131333.635
301,B,04,003,0.7698,0.00009537,0.7364,80.7712,0.9264,1.5069,1,0.6636,207.4898,16759.1946,287.3576,23210.2093,1668.5153,134767.915
302,B,04,003,0.7698,0.00009537,0.7364,108.9726,0.8641,1.6425,0.9815,0.6088,766.0892,83482.7453,267.1972,29117.1823,1593.6382,173662.926
303,B,04,003,0.7698,0.00009537,0.7364,61.0575,0.8426,1.7815,0.9944,0.5613,207.722,12682.989,271.852,16598.6106,1601.1233,97760.6224
304,B,04,003,0.7698,0.00009537,0.7364,48.4627,0.9404,1.2192,0.9752,0.8202,263.5932,12774.4383,323.6667,15685.7596,1818.2401,88116.8195
305,B,04,003,0.7698,0.00009537,0.7364,89.5328,0.8258,1.8588,1.0031,0.538,229.2248,20523.1307,267.789,23975.8926,1454.9939,130269.646
306,B,04,003,0.7698,0.00009537,0.7364,77.6225,0.9317,1.1732,0.9939,0.8523,204.5062,15874.2712,273.5556,21234.0539,1748.582,135729.229
307,B,04,003,0.7698,0.00009537,0.7364,89.6697,0.925,1.5408,1.0171,0.649,212.3771,19043.7864,291.8,26165.6124,1715.5405,153831.963
308,B,04,003,0.7698,0.00009537,0.7364,70.5036,0.9386,1.2865,1.0068,0.7773,201.765,14225.1706,284.1767,20035.492,1823.4097,128557.024
309,B,04,003,0.7698,0.00009537,0.7364,79.8129,0.9326,1.3778,1.0034,0.7258,203.4563,16238.426,280.7804,22409.8903,1783.5523,142350.411
310,B,04,003,0.7698,0.00009537,0.7364,158.8043,0.8356,1.75,0.9835,0.5714,422.994,67173.268,272.4836,43271.5754,1596.7086,253564.223
311,B,04,003,0.7698,0.00009537,0.7364,101.8538,0.8619,1.6425,1.0047,0.6088,538.3078,54828.6966,287.0148,29233.5476,1588.3777,161782.309
312,B,04,003,0.7698,0.00009537,0.7364,85.6996,0.9289,1.4407,0.9889,0.6941,223.7141,19172.1988,281.6118,24134.0124,1663.0543,142523.042
313,B,04,003,0.7698,0.00009537,0.7364,94.5981,0.8912,1.2828,0.9691,0.7795,592.5543,56054.5016,274.9247,26007.3557,1805.945,170838.947
314,B,04,003,0.7698,0.00009537,0.7364,83.6461,0.9415,1.2728,1.0016,0.7857,2609.0835,218239.571,296.1326,24770.3248,1748.9165,146289.99
315,B,04,003,0.7698,0.00009537,0.7364,95.4195,0.9305,1.5025,1.0131,0.6655,200.3242,19114.8376,274.2195,26165.8862,1734.2238,165478.754
316,B,04,003,0.7698,0.00009537,0.7364,88.1638,0.7868,1.6581,0.9354,0.6031,201.1941,17738.0316,282.705,24924.3376,1763.1398,155445.059
317,B,04,003,0.7698,0.00009537,0.7364,103.4966,0.9475,1.3869,0.9941,0.721,204.9127,21207.769,279.5251,28929.9028,1741.6243,180252.21
318,B,04,003,0.7698,0.00009537,0.7364,80.4974,0.9471,1.3978,0.9858,0.7154,225.3776,18142.2981,278.4014,22410.5748,1574.4116,126735.976
319,B,04,003,0.7698,0.00009537,0.7364,77.7594,0.8058,1.7869,0.9861,0.5596,205.7289,15997.3446,271.3327,21098.6595,1753.9401,136385.255
320,B,04,003,0.7698,0.00009537,0.7364,78.8546,0.8245,1.8833,0.9914,0.531,212.2743,16738.7965,278.7691,21982.2139,1703.2552,134309.436
321,B,04,003,0.7698,0.00009537,0.7364,87.2055,0.9063,1.5026,0.993,0.6655,203.4427,17741.3172,277.0581,24160.9817,1658.5903,144638.151
322,B,04,003,0.7698,0.00009537,0.7364,68.8608,0.9186,1.1707,0.9655,0.8542,208.8926,14384.5225,289.9344,19965.1252,1627.5308,112073.135
323,B,04,003,0.7698,0.00009537,0.7364,135.1206,0.9263,1.1773,0.9845,0.8494,582.4387,78699.4497,269.4701,36410.9551,1871.1013,252824.277
324,B,04,003,0.7698,0.00009537,0.7364,73.9261,0.9293,1.4582,0.9783,0.6858,201.7704,14916.1062,281.4759,20808.4309,1815.0093,134176.643
325,B,04,003,0.7698,0.00009537,0.7364,86.3841,0.9254,1.2276,0.9708,0.8146,206.2868,17819.8979,278.7433,24078.9785,1626.6878,140519.917
326,B,04,003,0.7698,0.00009537,0.7364,100.8955,0.9326,1.4311,1.0034,0.6988,1297.5604,130918.006,284.8033,28735.3675,1777.9484,179387
327,B,04,003,0.7698,0.00009537,0.7364,90.4911,0.9244,1.4914,0.9985,0.6705,207.8003,18804.074,287.1346,25983.1244,1691.18,153036.709
328,B,04,003,0.7698,0.00009537,0.7364,129.6446,0.8413,1.9679,1.0161,0.5082,620.4256,80434.7976,270.5375,35073.7132,1612.1521,209006.743
329,B,04,003,0.7698,0.00009537,0.7364,118.6925,0.9326,1.4535,0.9966,0.688,254.7036,30231.4137,286.8501,34046.9612,1724.1672,204645.785
330,B,04,003,0.7698,0.00009537,0.7364,129.9184,0.8013,2.1636,0.9989,0.4622,211.4615,27472.7362,295.1328,38343.1656,1647.6733,214063.018
331,B,04,003,0.7698,0.00009537,0.7364,87.6162,0.9379,1.4416,1.0079,0.6937,204.8969,17952.2805,280.2578,24555.1176,1667.6047,146109.145
332,B,04,003,0.7698,0.00009537,0.7364,78.1701,0.8193,1.9603,0.9744,0.5101,203.0333,15871.1225,275.8792,21565.4894,1690.4028,132138.882
333,B,04,003,0.7698,0.00009537,0.7364,149.7689,0.9452,1.2586,1.0014,0.7945,587.575,88000.4543,277.7697,41601.2552,1759.9214,263581.49
334,B,04,003,0.7698,0.00009537,0.7364,79.4022,0.9454,1.2848,0.9991,0.7783,203.0793,16124.9356,273.3466,21704.3063,1712.969,136013.434
335,B,04,003,0.7698,0.00009537,0.7364,106.9191,0.7378,2.2579,0.9799,0.4429,205.9193,22016.7127,277.0832,29625.4931,1632.7631,174573.586
336,B,04,003,0.7698,0.00009537,0.7364,94.4612,0.9175,1.554,1.008,0.6435,203.9768,19267.8921,275.3841,26013.1055,1772.887,167469.01
337,B,04,003,0.7698,0.00009537,0.7364,80.4974,0.8636,1.6003,0.9891,0.6249,206.1463,16594.2298,293.7432,23645.5522,1749.3895,140821.235
338,B,04,003,0.7698,0.00009537,0.7364,103.4966,0.7115,1.8664,0.8873,0.5358,204.4894,21163.9609,270.0026,27944.3577,1494.7315,154699.637
339,B,04,003,0.7698,0.00009537,0.7364,54.6232,0.9565,1.2107,0.9888,0.826,204.4286,11166.5446,272.7519,14898.583,1774.5263,96930.3223
